,SAMPN,STYPE,CTFIP,INCOM_R,DOW,HHVEH
8227,3385333,1,36087,2,4,3
8228,3385370,1,34019,4,2,2
8229,3385418,1,36079,2,4,2
8230,3385472,1,36087,4,1,4
8231,3385479,1,36087,4,5,2
8232,3385485,1,34019,4,1,4
8233,3385488,1,34019,3,5,3
8234,3385547,1,36087,4,3,2
8235,3385551,1,36103,2,5,2
8236,3385562,1,36087,9,3,4
8237,3385564,1,36079,4,3,2
8238,3385575,1,34013,1,1,1
8239,3385601,1,36079,1,1,1
8240,3385637,1,36087,1,5,0
8241,3385642,1,36103,3,1,3
8242,3385644,1,34019,9,5,3
8243,3385655,1,36005,9,3,2
8244,3385673,1,36087,4,3,4
8245,3385703,1,36087,9,1,3
8246,3385726,1,34019,2,3,5
8247,3385733,1,34041,4,3,2
8248,3385759,1,36087,9,2,2
8249,3385771,1,36087,4,1,2
8250,3385815,1,36087,2,5,1
8251,3385905,1,34041,1,1,1
8252,3385916,1,36079,1,2,1
8253,3385994,1,36087,1,3,1
8254,3385999,1,34013,4,4,2
8255,3386006,1,34041,3,3,1
8256,3386040,1,34013,2,5,1
8257,3386073,1,36087,2,5,2
8258,3386123,1,34019,9,1,1
8259,3386127,1,36087,2,3,2
8260,3386149,1,36079,3,3,2
8261,3386362,1,36061,1,1,0
8262,3386451,1,36061,1,2,0
8263,3386466,1,36061,1,2,0
8264,3386587,1,34017,2,2,0
8265,3386657,1,36061,1,1,1
8266,3386695,1,34013,3,1,3
8267,3386828,1,36061,1,5,0
8268,3386997,1,36061,1,1,0
8269,3387046,1,36081,1,5,1
8270,3387159,1,34017,1,1,0
8271,3387200,1,36047,1,4,0
8272,3387239,1,36061,1,2,0
8273,3387241,1,36061,1,3,0
8274,3387405,1,34017,1,5,0
8275,3387540,1,36061,2,4,0
8276,3387713,1,36061,1,3,0
8277,3387732,1,36061,1,1,0
8278,3387819,1,34017,1,2,0
8279,3387838,1,36061,1,5,1
8280,3387975,1,36061,2,3,0
8281,3388104,1,34017,1,2,2
8282,3388164,1,36061,1,1,0
8283,3388170,1,36047,9,1,0
8284,3388198,1,34017,1,1,0
8285,3388222,1,36061,1,2,1
8286,3388235,1,34017,1,1,0
8287,3388266,1,36061,1,2,0
8288,3388280,1,36061,1,3,0
8289,3388296,1,36061,1,2,1
8290,3388324,1,36061,1,5,0
8291,3388536,1,36061,1,2,0
8292,3388542,1,36047,1,1,0
8293,3388579,1,34017,2,1,0
8294,3388609,1,36061,2,4,1
8295,3388789,1,34017,1,1,0
8296,3388795,1,36061,2,5,1
8297,3388811,1,36061,2,2,2
8298,3388985,1,36061,1,4,0
8299,3389040,1,36061,1,2,0
8300,3389129,1,36005,1,3,2
8301,3389196,1,36061,1,2,0
8302,3389250,1,36005,4,1,1
8303,3389280,1,36005,1,2,1
8304,3389367,1,36061,1,5,1
8305,3389381,1,36061,1,3,1
8306,3389382,1,36047,2,4,0
8307,3389385,1,34017,2,2,3
8308,3389562,1,34031,2,3,0
8309,3389686,1,36087,4,1,3
8310,3389720,1,36047,9,3,0
8311,3389756,1,36061,1,1,0
8312,3389808,1,36047,9,1,1
8313,3389913,1,36061,2,1,0
8314,3390011,1,36061,1,5,1
8315,3390024,1,34017,1,1,0
8316,3390025,1,36061,2,3,0
8317,3390059,1,36061,2,1,1
8318,3390081,1,36005,1,2,0
8319,3390089,1,36061,4,5,1
8320,3390226,1,34023,2,4,0
8321,3390288,1,36061,2,1,0
8322,3390296,1,36061,1,4,0
8323,3390367,1,36047,1,2,1
8324,3390398,1,36005,1,1,0
8325,3390443,1,36061,1,3,0
8326,3390446,1,36061,3,1,0
8327,3390624,1,34013,1,3,0
8328,3390639,1,36061,1,5,0
8329,3390743,1,36061,3,4,0
8330,3390796,1,34017,1,1,0
8331,3390831,1,36061,4,5,0
8332,3390834,1,36005,1,1,0
8333,3390842,1,36047,2,4,1
8334,3390853,1,36047,1,2,0
8335,3390854,1,34017,1,4,0
8336,3390869,1,34017,1,2,1
8337,3390960,1,36005,1,2,0
8338,3391029,1,36061,3,1,0
8339,3391068,1,36047,4,3,1
8340,3391151,1,36061,2,1,0
8341,3391177,1,34017,2,2,1
8342,3391217,1,36047,1,2,0
8343,3391241,1,36005,1,4,0
8344,3391437,1,36061,1,4,0
8345,3391461,1,36061,1,2,0
8346,3391590,1,36061,2,5,0
8347,3391715,1,36061,1,4,0
8348,3391730,1,36061,1,5,0
8349,3391754,1,36047,9,3,0
8350,3392001,1,34013,1,2,0
8351,3392031,1,34017,4,2,0
8352,3392122,1,36005,2,1,1
8353,3392343,1,36061,1,5,0
8354,3392354,1,34017,1,3,1
8355,3392410,1,36061,9,4,0
8356,3392474,1,36061,1,5,0
8357,3392477,1,36005,1,1,0
8358,3392528,1,36061,1,3,0
8359,3392537,1,36047,1,1,0
8360,3392572,1,36061,2,4,0
8361,3392725,1,36061,4,5,0
8362,3392801,1,36061,1,4,0
8363,3392828,1,36047,3,3,1
8364,3393002,1,36047,1,1,1
8365,3393008,1,34017,1,5,0
8366,3393035,1,36047,3,2,0
8367,3393394,1,36061,2,1,0
8368,3393403,1,36047,2,3,0
8369,3393524,1,34017,4,2,1
8370,3393562,1,36047,1,2,0
8371,3393613,1,36081,9,1,0
8372,3393711,1,36047,1,4,0
8373,3393725,1,34017,1,1,0
8374,3393778,1,36087,4,4,2
8375,3393808,1,36061,1,5,0
8376,3393823,1,36047,1,2,1
8377,3394071,1,36061,2,1,0
8378,3394152,1,34017,1,5,0
8379,3394236,1,34013,2,4,1
8380,3394289,1,36087,2,5,2
8381,3394328,1,34017,2,1,0
8382,3394363,1,36061,2,2,1
8383,3394541,1,34013,3,5,1
8384,3394560,1,36061,2,1,0
8385,3394575,1,36061,1,3,0
8386,3394794,1,34017,1,2,0
8387,3394836,1,34017,2,3,0
8388,3394937,1,36081,1,3,0
8389,3394949,1,34023,2,1,1
8390,3394984,1,36061,1,1,0
8391,3395091,1,36047,2,3,0
8392,3395217,1,36061,2,5,0
8393,3395309,1,36061,1,4,0
8394,3395369,1,36061,1,2,0
8395,3395390,1,34017,1,3,1
8396,3395424,1,36005,1,1,0
8397,3395426,1,36061,2,1,0
8398,3395457,1,36061,1,3,0
8399,3395471,1,36087,4,1,3
8400,3395579,1,36061,2,2,0
8401,3395607,1,36061,1,3,0
8402,3395657,1,36047,4,1,1
8403,3395673,1,36047,4,2,1
8404,3395808,1,36061,1,3,1
8405,3395963,1,36061,1,2,0
8406,3395972,1,34017,1,3,0
8407,3396013,1,36047,2,5,0
8408,3396089,1,36061,2,3,0
8409,3396253,1,36047,2,3,1
8410,3396337,1,36061,1,3,0
8411,3396356,1,36081,1,4,0
8412,3396377,1,36061,2,1,0
8413,3396557,1,36061,9,2,0
8414,3396588,1,34023,2,3,3
8415,3396651,1,36061,4,3,0
8416,3396701,1,36061,1,1,0
8417,3396707,1,36005,1,1,0
8418,3396776,1,36047,1,3,1
8419,3396864,1,34017,1,5,0
8420,3397116,1,36061,4,3,1
8421,3397183,1,36047,9,3,1
8422,3397364,1,36061,1,4,0
8423,3397441,1,36005,2,4,1
8424,3397502,1,34017,1,2,0
8425,3397785,1,34017,1,4,0
8426,3397845,1,36047,1,3,0
8427,3397908,1,36061,1,5,0
8428,3397919,1,36081,4,2,1
8429,3397934,1,36061,2,4,0
8430,3398054,1,36047,2,1,1
8431,3398121,1,36061,4,5,1
8432,3398134,1,36061,2,5,0
8433,3398278,1,36061,1,3,0
8434,3398372,1,36061,2,2,0
8435,3398466,1,36061,2,1,1
8436,3398502,1,36061,2,3,1
8437,3398708,1,36061,1,5,0
8438,3398786,1,36061,4,1,0
8439,3398821,1,36061,3,2,1
8440,3399222,2,36047,1,3,0
8441,3399293,2,36047,1,4,0
8442,3399431,2,36061,1,4,0
8443,3399453,2,34017,2,2,1
8444,3399635,2,36061,2,1,1
8445,3399709,2,36061,1,4,0
8446,3399756,2,34013,4,5,1
8447,3400248,2,36061,2,4,0
8448,3400275,2,36061,1,4,0
8449,3400350,2,36047,1,3,0
8450,3400394,2,36047,2,1,0
8451,3400417,2,36047,2,3,0
8452,3400491,2,36061,2,4,1
8453,3400866,2,36061,1,5,0
8454,3400910,2,36061,1,2,0
8455,3401278,2,34017,2,5,0
8456,3401339,2,36061,1,4,0
8457,3401651,2,36061,2,1,1
8458,3401762,2,36061,2,2,0
8459,3401991,2,34031,3,3,1
8460,3401995,2,36061,1,1,0
8461,3402089,2,36061,1,4,1
8462,3402111,2,36061,2,4,0
8463,3402390,2,36061,2,4,0
8464,3402726,2,34017,1,2,0
8465,3402800,2,36047,1,5,0
8466,3403339,2,36005,1,5,0
8467,3403413,2,36047,3,4,0
8468,3403515,2,36047,1,3,0
8469,3403520,2,36005,2,5,0
8470,3403561,2,36047,2,4,1
8471,3403579,2,36061,9,2,0
8472,3403605,2,36061,2,2,0
8473,3403728,2,36061,1,3,0
8474,3403877,2,34017,1,1,0
8475,3403899,2,36061,2,2,0
8476,3403905,2,36061,1,5,0
8477,3403944,2,34017,1,1,1
8478,3404004,2,34017,1,4,0
8479,3404116,2,36047,2,5,1
8480,3404217,2,36061,1,1,0
8481,3404326,2,36047,4,5,1
8482,3404342,2,36005,9,4,1
8483,3404654,2,36005,1,3,0
8484,3404736,2,36061,2,2,0
8485,3404751,2,34031,2,5,2
8486,3405079,2,36071,2,5,1
8487,3405176,2,34003,2,2,1
8488,3405307,2,36061,2,3,0
8489,3405368,2,36061,1,4,0
8490,3405694,2,36061,1,3,0
8491,3406281,2,36061,1,3,0
8492,3406385,2,36005,1,3,0
8493,3406565,2,34017,1,3,1
8494,3406735,2,36061,2,2,0
8495,3407026,2,36061,2,5,0
8496,3407035,2,34017,4,2,1
8497,3407286,2,36047,2,1,0
8498,3407600,2,34017,2,3,0
8499,3407792,2,36047,1,1,0
8500,3408003,2,34017,4,1,2
8501,3408223,2,36047,2,3,0
8502,3408338,2,34017,1,2,0
8503,3408675,2,34017,2,1,0
8504,3408704,2,36005,2,4,0
8505,3408750,2,34017,3,3,2
8506,3409056,2,34017,3,4,1
8507,3409057,2,36047,1,3,0
8508,3409096,2,36061,2,2,0
8509,3409199,2,36061,1,2,1
8510,3409211,2,36061,1,5,0
8511,3409425,2,34029,3,3,2
8512,3409480,2,36061,2,2,0
8513,3409741,2,34023,1,4,0
8514,3409757,2,36061,2,5,1
8515,3409777,2,36047,2,2,0
8516,3409916,2,36005,1,3,0
8517,3410137,2,34017,2,5,0
8518,3410480,2,36047,1,3,0
8519,3410490,2,36061,2,3,1
8520,3410594,2,36103,3,3,1
8521,3410718,2,36061,2,1,0
8522,3410754,2,34017,2,5,1
8523,3410853,2,36047,4,3,1
8524,3410857,2,36061,1,2,0
8525,3410887,2,34017,1,4,1
8526,3410910,2,34017,3,3,1
8527,3411095,2,36047,2,4,0
8528,3411339,2,9001,4,4,2
8529,3411345,2,9001,1,4,0
8530,3411457,2,34025,1,3,1
8531,3411642,2,36085,2,4,2
8532,3411724,2,36119,2,3,1
8533,3411829,2,36119,4,1,3
8534,3411914,2,9009,1,4,2
8535,3412391,2,36103,9,2,1
8536,3412395,2,36103,3,4,1
8537,3412404,2,36103,2,2,2
8538,3412576,2,36103,4,2,3
8539,3412633,2,36103,2,2,3
8540,3412634,2,36103,1,5,4
8541,3412689,2,34027,4,3,1
8542,3413018,2,36047,4,3,1
8543,3413058,2,36047,2,1,1
8544,3413223,2,36047,2,5,0
8545,3413613,2,36047,4,1,2
8546,3413872,2,36047,4,2,1
8547,3413882,2,34031,1,5,1
8548,3413950,2,36047,4,2,0
8549,3413984,2,36047,4,1,2
8550,3413999,2,36047,4,4,1
8551,3414082,2,36047,3,2,1
8552,3414422,2,36059,3,3,2
8553,3414424,2,36081,2,1,0
8554,3414555,2,36081,2,4,1
8555,3414744,2,36081,3,3,1
8556,3414755,2,36081,2,2,2
8557,3414881,2,36081,3,5,1
8558,3414890,2,36081,2,3,1
8559,3414903,2,36081,9,2,0
8560,3414930,2,36059,1,1,2
8561,3414959,2,36059,4,4,1
8562,3415035,2,36081,3,4,1
8563,3415055,2,36081,3,5,1
8564,3415086,2,36081,3,4,0
8565,3415185,2,36081,2,5,2
8566,3415249,2,36081,3,5,1
8567,3415261,2,36061,2,5,0
8568,3415550,2,34013,9,3,4
8569,3415644,2,36061,3,5,0
8570,3415710,2,34035,3,2,2
8571,3415724,2,36061,4,4,1
8572,3415848,2,34013,1,3,0
8573,3415895,2,34013,2,5,1
8574,3415990,2,36061,2,3,0
8575,3416010,2,34035,9,5,2
8576,3416060,2,36061,2,1,0
8577,3416090,2,36061,4,4,0
8578,3416096,2,34013,4,4,2
8579,3416186,2,34013,4,1,1
8580,3416335,2,36085,2,4,1
8581,3416373,2,34013,2,3,2
8582,3416550,2,36047,1,5,0
8583,3416766,2,34021,2,5,2
8584,3416794,2,36071,9,3,2
8585,3416815,2,36047,2,1,0
8586,3416924,2,36071,9,2,8
8587,3416938,2,34021,4,1,2
8588,3416982,2,36047,3,3,0
8589,3417184,2,36047,4,1,1
8590,3417208,2,36005,1,1,0
8591,3417426,2,36047,9,1,0
8592,3417515,2,36005,2,2,1
8593,3417536,2,36047,2,4,1
8594,3417762,2,36071,3,5,3
8595,3417835,2,36047,1,2,0
8596,3417950,2,36047,2,2,1
8597,3418024,2,36047,4,2,0
8598,3418160,2,36047,2,1,0
8599,3418192,2,34021,2,3,0
8600,3418277,2,36047,2,2,0
8601,3418369,2,36005,1,5,0
8602,3418406,2,36005,2,2,0
8603,3418446,2,36047,2,3,1
8604,3418599,2,36047,1,2,0
8605,3418721,2,36005,1,1,0
8606,3418858,2,34021,3,5,1
8607,3418898,2,34021,4,2,2
8608,3418909,2,36047,1,2,0
8609,3419138,2,36061,2,4,0
8610,3419305,2,36047,1,3,1
8611,3419434,2,36047,2,3,0
8612,3419471,2,34021,2,4,1
8613,3419701,2,36119,3,1,0
8614,3419730,2,36081,2,2,1
8615,3419852,2,9001,4,1,2
8616,3420023,2,36119,2,4,1
8617,3420113,2,9001,4,3,3
8618,3420422,2,9001,1,4,0
8619,3420443,2,34003,3,2,1
8620,3420481,2,9001,3,5,1
8621,3420829,2,36119,4,3,2
8622,3420927,2,36119,3,3,1
8623,3420977,2,36119,3,5,4
8624,3420990,2,36119,4,4,2
8625,3420996,2,9001,2,2,2
8626,3421108,2,9001,1,3,0
8627,3421354,2,36061,4,5,0
8628,3421394,2,34027,4,1,1
8629,3421424,2,36061,4,4,1
8630,3421554,2,36061,1,2,0
8631,3421571,2,36061,2,5,0
8632,3421621,2,36061,2,4,0
8633,3421683,2,36061,2,5,0
8634,3421700,2,36061,2,2,0
8635,3421837,2,36061,2,4,0
8636,3421839,2,36047,2,1,1
8637,3421952,2,36061,3,4,0
8638,3422283,2,36061,1,2,0
8639,3422391,2,36061,4,1,0
8640,3422498,2,36061,4,3,0
8641,3422510,2,36061,3,2,0
8642,3422526,2,36061,4,4,0
8643,3422556,2,36061,9,4,0
8644,3422579,2,36061,4,1,0
8645,3422593,2,36061,3,4,0
8646,3422660,2,34023,1,5,2
8647,3422686,2,36103,1,3,1
8648,3422732,2,34029,4,2,3
8649,3422970,2,34023,4,1,2
8650,3422984,2,36103,4,5,2
8651,3423118,2,34023,3,5,1
8652,3423373,2,34023,1,2,2
8653,3423471,2,36103,1,3,1
8654,3423646,2,34023,4,4,1
8655,3423905,2,36047,2,5,0
8656,3423946,2,36047,1,5,0
8657,3423985,2,36103,4,5,4
8658,3423988,2,34023,4,3,4
8659,3424091,2,36085,2,3,1
8660,3424192,2,34023,3,2,2
8661,3424201,2,36103,4,1,3
8662,3424321,2,36103,3,4,1
8663,3424332,2,36085,1,1,2
8664,3424397,2,36059,3,2,1
8665,3424513,2,36059,4,2,2
8666,3424613,2,36059,4,3,4
8667,3424686,2,36059,4,2,2
8668,3424984,2,36059,2,3,2
8669,3425035,2,36059,3,1,1
8670,3425381,2,36081,3,1,1
8671,3425711,2,36081,3,3,1
8672,3425728,2,36081,1,3,1
8673,3425878,2,36081,2,5,0
8674,3425986,2,36081,2,1,1
8675,3426387,2,9001,2,4,2
8676,3426392,2,36027,2,1,1
8677,3426485,2,9001,4,3,3
8678,3426494,2,34013,1,4,1
8679,3426574,2,36119,4,4,2
8680,3426884,2,9009,4,1,2
8681,3426980,2,36119,2,1,1
8682,3427037,2,36027,1,3,1
8683,3427091,2,36027,2,2,2
8684,3427308,2,9009,3,1,1
8685,3427486,2,9001,2,3,1
8686,3427709,2,34013,2,3,2
8687,3427953,2,34003,4,1,1
8688,3428001,2,34027,2,1,2
8689,3428027,2,36071,2,5,1
8690,3428184,2,36103,4,4,2
8691,3428270,2,34029,2,1,1
8692,3428285,2,36087,4,2,2
8693,3428462,2,34003,4,3,2
8694,3428572,2,34027,4,4,2
8695,3428689,2,34027,4,1,2
8696,3428790,2,36087,4,3,3
8697,3428844,2,36087,4,3,2
8698,3428891,2,36103,9,3,2
8699,3429133,2,34003,1,5,2
8700,3429184,2,34037,4,3,3
8701,3429222,2,36103,9,2,2
8702,3429274,2,34027,4,4,2
8703,3429502,2,34027,2,1,1
8704,3429696,2,34037,4,2,2
8705,3429776,2,34027,3,3,3
8706,3429836,2,34037,9,3,3
8707,3429838,2,34027,9,4,2
8708,3429950,2,36005,2,1,0
8709,3430146,2,34003,4,4,2
8710,3430283,2,36005,4,2,1
8711,3430629,2,34017,2,5,0
8712,3430716,2,36103,3,3,3
8713,3430795,2,34031,4,1,2
8714,3430984,2,34017,4,5,2
8715,3431012,2,34017,3,1,0
8716,3431194,2,36103,4,2,2
8717,3431235,2,34025,4,1,2
8718,3431317,2,36103,4,3,2
8719,3431361,2,36059,3,3,3
8720,3431392,2,34017,9,4,0
8721,3431549,2,36103,3,1,1
8722,3431662,2,34017,2,4,1
8723,3431803,2,34017,2,2,1
8724,3431922,2,34023,2,2,1
8725,3432018,2,34021,2,2,1
8726,3432091,2,36103,2,4,1
8727,3432096,2,34025,2,3,2
8728,3432589,2,34017,9,3,0
8729,3432639,2,36103,4,5,3
8730,3432651,2,34019,3,1,2
8731,3432677,2,36059,1,2,1
8732,3432969,2,36103,9,4,2
8733,3433091,2,34017,4,1,1
8734,3433198,2,34017,4,3,1
8735,3433484,2,34017,4,2,1
8736,3433496,2,34017,2,3,1
8737,3433676,2,34017,3,1,2
8738,3433711,2,36103,4,1,2
8739,3433718,2,34019,3,3,2
8740,3433750,2,36059,4,2,2
8741,3433767,2,36103,2,4,1
8742,3433842,2,36059,1,5,1
8743,3433867,2,36103,4,1,3
8744,3433919,2,36103,4,1,2
8745,3433931,2,36103,3,5,2
8746,3433993,2,36103,4,1,2
8747,3434008,2,34017,3,2,1
8748,3434119,2,36103,1,3,2
8749,3434290,2,34035,4,3,2
8750,3434399,2,34013,1,5,0
8751,3434545,2,34041,4,1,2
8752,3434715,2,34035,1,4,1
8753,3435055,2,34031,2,5,2
8754,3435264,2,34039,2,5,2
8755,3435438,2,34039,1,4,0
8756,3435635,2,34035,4,5,1
8757,3435637,2,34003,2,4,2
8758,3436048,2,34041,2,3,1
8759,3436079,2,34003,2,5,1
8760,3436216,2,34039,2,4,2
8761,3436243,2,36119,1,4,0
8762,3436354,2,36061,4,1,0
8763,3436421,2,34003,2,5,1
8764,3436666,2,34035,4,2,2
8765,3436749,2,34003,3,1,2
8766,3437079,2,34017,1,1,1
8767,3437211,2,34031,2,5,2
8768,3437251,2,34003,3,4,1
8769,3437412,2,36047,4,4,0
8770,3437454,2,36061,2,3,0
8771,3437471,2,34039,1,1,1
8772,3437521,2,34013,4,1,2
8773,3437587,2,36061,2,2,0
8774,3437738,2,34035,4,1,2
8775,3437766,2,36071,4,1,2
8776,3437818,2,34017,9,4,2
8777,3437940,2,36085,3,5,2
8778,3437954,2,34013,2,1,1
8779,3438076,2,34017,4,4,1
8780,3438175,2,36085,2,1,0
8781,3438179,2,36085,4,2,2
8782,3438418,2,34017,1,4,0
8783,3438570,2,34017,4,2,1
8784,3438580,2,34017,4,4,1
8785,3438598,2,34017,1,1,0
8786,3438616,2,34017,4,4,1
8787,3438682,2,36085,2,4,3
8788,3438911,2,36059,2,2,1
8789,3438973,2,34021,2,1,1
8790,3439115,2,34035,3,4,1
8791,3439248,2,36085,3,3,1
8792,3439267,2,34035,4,2,4
8793,3439309,2,36027,1,3,1
8794,3439381,2,34025,4,2,2
8795,3439404,2,36085,4,3,3
8796,3439477,2,36085,4,1,1
8797,3439500,2,36061,3,2,0
8798,3439708,2,34017,1,4,1
8799,3439921,2,36071,2,3,2
8800,3440211,2,36079,4,3,3
8801,3440320,2,36071,4,3,2
8802,3440342,2,36079,3,3,2
8803,3440457,2,36071,4,2,2
8804,3440482,2,36005,3,3,0
8805,3440724,2,36047,3,2,1
8806,3440793,2,36087,3,4,1
8807,3440838,2,34017,9,1,0
8808,3440877,2,36079,2,1,2
8809,3440894,2,36005,1,3,0
8810,3440953,2,34019,3,3,2
8811,3441043,2,36079,3,2,1
8812,3441091,2,34027,4,1,2
8813,3441125,2,36059,9,1,1
8814,3441473,2,36079,4,1,1
8815,3441648,2,34027,3,2,1
8816,3441777,2,34023,4,3,2
8817,3441785,2,34019,2,4,2
8818,3441927,2,34019,3,2,2
8819,3441971,2,36061,2,2,0
8820,3442046,2,34027,4,4,1
8821,3442130,2,36081,4,1,0
8822,3442152,2,34003,4,5,2
8823,3442197,2,34029,1,5,2
8824,3442521,2,34027,4,2,2
8825,3442522,2,34003,2,3,2
8826,3442628,2,36027,2,2,2
8827,3442662,2,36061,3,5,0
8828,3442811,2,34003,2,3,2
8829,3442816,2,36027,3,5,3
8830,3443034,2,36061,2,5,0
8831,3443065,2,34027,4,4,2
8832,3443137,2,36061,4,4,0
8833,3443192,2,36103,4,3,2
8834,3443236,2,36061,9,3,0
8835,3443399,2,36061,3,1,0
8836,3443409,2,36061,1,4,0
8837,3443536,2,36061,1,2,1
8838,3443550,2,34003,2,1,1
8839,3443597,2,34003,4,2,3
8840,3443633,2,34029,1,4,1
8841,3443645,2,34003,4,4,4
8842,3443704,2,36061,1,5,0
8843,3443711,2,34027,2,1,2
8844,3443921,2,34025,2,5,3
8845,3444089,2,34025,2,1,2
8846,3444103,2,36059,9,4,2
8847,3444404,2,34025,4,1,3
8848,3444439,2,34017,3,3,2
8849,3444518,2,34017,9,2,1
8850,3444607,2,34039,4,1,3
8851,3444645,2,34019,2,3,2
8852,3444746,2,34013,2,5,4
8853,3444786,2,34025,4,2,1
8854,3444806,2,34025,2,5,2
8855,3444822,2,36103,2,5,2
8856,3444834,2,36087,1,1,1
8857,3444844,2,34041,2,3,2
8858,3444858,2,34019,4,3,1
8859,3444884,2,36005,4,5,2
8860,3444913,2,36087,2,2,1
8861,3445000,2,34013,2,1,2
8862,3445131,2,34019,3,2,1
8863,3445422,2,34019,3,1,3
8864,3445627,2,36103,4,1,2
8865,3445781,2,36087,2,4,1
8866,3445936,2,36087,2,4,1
8867,3445987,1,36081,2,1,0
8868,3446010,1,36081,1,1,1
8869,3446020,1,36081,4,2,2
8870,3446126,1,36081,3,1,0
8871,3446281,1,36047,1,5,0
8872,3446328,1,36081,9,2,1
8873,3446353,1,36047,1,3,1
8874,3446398,1,36081,3,1,1
8875,3446535,1,36061,1,2,0
8876,3446536,1,36081,4,2,4
8877,3446746,1,36047,4,4,2
8878,3446944,1,36081,1,3,0
8879,3446984,1,36061,1,1,1
8880,3447026,1,36061,3,1,0
8881,3447047,1,36047,2,5,1
8882,3447110,1,36061,4,5,0
8883,3447156,1,36047,2,2,1
8884,3447306,1,36047,1,1,0
8885,3447339,1,36047,4,5,1
8886,3447371,1,36061,1,1,0
8887,3447697,1,36047,1,2,0
8888,3447761,1,36081,2,2,1
8889,3447840,1,36061,4,3,1
8890,3447967,1,36061,1,3,1
8891,3448068,1,36061,4,2,1
8892,3448182,1,36061,4,3,0
8893,3448287,1,36061,1,2,1
8894,3448289,1,36081,4,1,6
8895,3448355,1,36061,2,3,0
8896,3448561,1,36047,1,5,0
8897,3448583,1,36081,2,2,1
8898,3448720,1,36081,1,3,0
8899,3448751,1,36061,2,2,0
8900,3448808,1,36047,1,4,1
8901,3448870,1,36081,4,1,1
8902,3448948,1,36061,3,1,0
8903,3449224,1,36061,3,4,0
8904,3449252,1,36047,1,2,0
8905,3449291,1,36061,1,1,0
8906,3449379,1,36061,9,2,0
8907,3449499,1,36081,1,1,0
8908,3449526,1,36047,2,2,0
8909,3449611,1,36061,2,2,1
8910,3449617,1,36061,1,3,0
8911,3449631,1,36081,1,2,0
8912,3449741,1,36081,4,3,1
8913,3449809,1,36081,1,3,1
8914,3449848,1,36081,2,4,1
8915,3449883,1,36061,1,5,1
8916,3449953,1,36061,9,5,1
8917,3450022,1,36081,2,4,1
8918,3450058,1,36081,2,1,3
8919,3450085,1,36081,4,5,1
8920,3450120,1,36061,2,3,0
8921,3450201,1,36081,4,4,2
8922,3450214,1,36047,2,1,1
8923,3450244,1,36047,1,4,0
8924,3450267,1,36047,1,2,0
8925,3450270,1,36081,1,1,3
8926,3450365,1,36061,2,1,1
8927,3450538,1,36081,4,3,1
8928,3450605,1,36061,1,3,0
8929,3450706,1,36061,2,5,0
8930,3450710,1,36081,4,2,2
8931,3450840,1,36061,1,5,1
8932,3451011,1,36047,2,1,0
8933,3451015,1,36061,1,3,0
8934,3451037,1,36061,3,1,0
8935,3451069,1,36061,4,4,1
8936,3451160,1,36081,1,5,1
8937,3451395,1,36061,3,1,1
8938,3451802,1,36081,3,1,1
8939,3451808,1,36081,2,4,2
8940,3451889,1,36047,1,3,0
8941,3451915,1,36061,2,1,0
8942,3451917,1,36047,2,1,0
8943,3452100,1,36005,2,2,1
8944,3452108,1,36047,1,5,0
8945,3452116,1,36081,2,3,0
8946,3452254,1,36061,2,3,1
8947,3452320,1,36005,1,3,1
8948,3452334,1,34031,1,3,0
8949,3452372,1,36005,1,4,0
8950,3452444,1,36005,2,4,0
8951,3452528,1,36061,4,2,0
8952,3452582,1,34017,1,5,0
8953,3452622,1,36061,1,2,0
8954,3452672,1,34017,1,5,0
8955,3452697,1,36061,1,2,0
8956,3452775,1,36005,1,1,0
8957,3452847,1,36061,4,4,1
8958,3452858,1,36005,1,4,0
8959,3452882,1,34023,4,1,2
8960,3452971,1,34017,1,4,0
8961,3453017,1,36061,2,3,0
8962,3453083,1,34017,1,2,0
8963,3453130,1,36047,9,5,1
8964,3453163,1,36081,2,3,1
8965,3453216,1,34039,1,5,0
8966,3453274,1,36061,1,2,0
8967,3453284,1,36061,2,4,0
8968,3453380,1,36005,1,3,1
8969,3453400,1,36005,2,5,0
8970,3453503,1,36061,1,3,0
8971,3453513,1,36047,1,3,0
8972,3453566,1,36005,1,2,0
8973,3453629,1,36081,2,5,0
8974,3453669,1,36061,3,2,0
8975,3453700,1,34013,2,3,1
8976,3453705,1,36061,2,1,1
8977,3453740,1,36081,4,3,1
8978,3453778,1,36061,1,2,0
8979,3453800,1,36061,1,3,0
8980,3453831,1,36081,1,5,0
8981,3453841,1,36081,2,1,1
8982,3453842,1,36061,2,3,1
8983,3453897,1,34039,1,4,0
8984,3453961,1,36061,4,2,1
8985,3454019,1,36087,2,2,1
8986,3454024,1,34023,1,5,0
8987,3454052,1,34017,1,3,1
8988,3454204,1,34017,3,5,2
8989,3454646,1,36061,2,4,0
8990,3454687,1,36061,2,4,1
8991,3454760,1,36061,9,3,0
8992,3454800,1,36005,2,4,0
8993,3454855,1,34023,1,2,0
8994,3454968,1,34023,1,4,1
8995,3454969,1,36005,1,5,0
8996,3455001,1,36047,1,2,0
8997,3455022,1,36005,1,1,0
8998,3455027,1,36081,2,1,0
8999,3455170,1,36061,1,4,1
9000,3455209,1,34017,4,3,2
9001,3455261,1,34017,2,1,1
