SAMPN,RECMode,RETMode,CTFIP,BIN,GTYPE,STYPE,ILANG,RESTY,HHSIZ,LTELE,HHLNG,O_HHLNG,INCOM,DOW,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,HTRIPS,HTRIPS_GPS,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,HH_WHT2,GEO_GROUP1,GEO_GROUP2,GEO_GROUP3,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC,HTRIPS_V,HTRIPS_T,HTRIPS_NM,HTRIPS_O,HTRIPS_WP,HTRIPS_NWP,HTRIPS_GPS_V,HTRIPS_GPS_T,HTRIPS_GPS_NM,HTRIPS_GPS_O,HTRIPS_GPS_WP,HTRIPS_GPS_NWP
3100615,2,3,36047,8,2,1,1,2,3,1,1,,4,1,4,0,2,2,0,2,1.46,1,426.5,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11216,1105,36047024500,2972.96,2,1,1,3,2,3,2,2,0,0,0,2,0,1.46,0,0,0,1.46,0
3100635,1,1,36081,4,1,1,1,1,3,1,1,,4,1,2,1,2,3,0,10,10,1,429.16667,NEW YORK,NEW YORK CITY,Queens borough,NY,11693,742,36081094203,657.93,2,1,1,3,2,2,2,10,0,0,0,2,8,10,0,0,0,2,8
3100636,2,3,34035,17,2,1,1,2,2,1,1,,3,5,1,0,2,1,0,5,4,1,352.5,NEW YORK,NORTH PLAINFIELD BOROUGH,North Plainfield borough,NJ,07060,3196,34035052002,924.66,9,5,4,2,2,1,2,5,0,0,0,2,3,4,0,0,0,1.5,2.5
3100659,2,2,34017,18,2,1,1,2,2,1,1,,5,3,1,0,1,1,0,4,3.32,1,166.77778,WEST NEW YORK,WEST NEW YORK TOWN,West New York town,NJ,07093,2859,34017015201,50.32,8,5,4,2,3,1,4,0,2,2,0,4,0,0,1.66,1.66,0,3.32,0
3100666,2,3,34027,15,2,1,1,1,4,1,1,,6,4,2,2,2,2,2,15,23.14,1,342.83333,TOWACO,,Montville township,NJ,07082,3164,34027040805,533.84,9,5,4,4,4,2,1,6,1,8,0,0,15,8.28,0.91,13.95,0,0,23.14
3100710,2,2,36079,21,1,1,1,2,1,2,1,,2,4,0,0,0,1,0,13,13,1,67.74419,BREWSTER,BREWSTER VILLAGE,Southeast town,NY,10509,2304,36079011800,50.42,4,3,1,1,1,0,6,3,3,7,0,0,13,3,3,7,0,0,13
3100743,2,3,34025,14,2,1,1,2,2,1,1,,3,5,1,0,0,2,0,11,17.24,1,355,CENTRAL MANCHESTER,,Ocean township,NJ,06040,3265,34025806503,534.51,10,5,4,2,2,1,6,11,0,0,0,0,11,17.24,0,0,0,0,17.24
3100759,2,3,34013,6,2,1,1,1,4,1,1,,3,1,2,2,2,2,2,14,14.73,1,281.66667,BLOOMFIELD,,Bloomfield township,NJ,07003,3054,34013015200,1005.81,8,5,4,4,2,2,1,4,0,10,0,2,12,3.16,0,11.57,0,1.5,13.22
3100800,2,1,34013,20,2,1,1,1,4,1,1,,99,4,2,1,1,2,0,16,30.48,1,137.21053,LIVINGSTON,,Livingston township,NJ,07039,3110,34013020800,50.01,8,5,4,4,9,2,4,16,0,0,0,2,14,30.48,0,0,0,3.33,27.14
3100836,2,2,36085,13,2,1,1,1,3,1,1,,99,3,2,1,2,3,0,7,6.81,1,323,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10312,1613,36085017012,457.08,2,1,1,3,9,2,2,5,2,0,0,2,5,5.15,1.66,0,0,1.66,5.15
3100840,2,2,36087,15,2,1,1,1,1,1,1,,6,3,2,0,1,1,0,2,1.66,1,279.4,MONSEY,CHESTNUT RIDGE VILLAGE,Ramapo town,NY,10952,2293,36087012501,58.11,4,3,1,1,4,2,4,0,2,0,0,2,0,0,1.66,0,0,1.66,0
3100920,2,2,36103,16,2,1,1,1,2,1,1,,6,2,2,0,2,2,0,3,2.26,1,293.6,BROOKHAVEN,BROOKHAVEN CDP,Brookhaven town,NY,11719,2063,36103159204,51.27,3,2,1,2,4,2,2,3,0,0,0,3,0,2.26,0,0,0,2.26,0
3100929,2,3,34037,14,2,1,1,1,1,1,1,,4,5,1,0,1,1,0,2,1.5,1,281.22222,SUSSEX,,Wantage township,NJ,07461,3387,34037371800,167.35,11,5,4,1,2,1,4,2,0,0,0,2,0,1.5,0,0,0,1.5,0
3100935,2,2,36047,8,1,1,1,2,1,1,1,,5,4,1,0,1,1,0,3,3,1,135.78571,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11210,1418,36047054600,74.18,2,1,1,1,3,1,4,3,0,0,0,2,1,3,0,0,0,2,1
3100938,2,1,36005,7,2,1,1,2,1,1,1,,3,1,0,0,1,0,0,2,1.66,1,356.85714,BRONX,NEW YORK CITY,Bronx borough,NY,10462,912,36005021602,222.17,2,1,1,1,2,0,4,0,2,0,0,2,0,0,1.66,0,0,1.66,0
3100944,2,2,9009,14,2,1,2,1,2,1,2,,3,3,2,1,2,2,0,7,5.76,1,473.5,EAST HAVEN,EAST HAVEN CDP,East Haven town,CT,06512,3502,9009180400,230.48,6,4,3,2,2,2,2,7,0,0,0,2,5,5.76,0,0,0,1.5,4.26
3100949,2,2,36079,19,2,1,1,1,2,1,1,,4,4,2,0,1,2,0,8,11.18,1,112.1875,CARMEL,LAKE CARMEL CDP,Kent town,NY,10512,2314,36079010300,138.67,4,3,1,2,2,2,4,6,2,0,0,2,6,9.52,1.66,0,0,1.66,9.52
3100955,2,2,36081,12,2,1,1,1,3,1,1,,4,3,2,0,1,3,0,2,1.66,1,257.4,NEW YORK,NEW YORK CITY,Queens borough,NY,11432,552,36081047200,186.7,2,1,1,3,2,2,4,0,2,0,0,2,0,0,1.66,0,0,1.66,0
3100992,2,2,36061,6,1,1,1,2,1,1,1,,5,5,1,0,1,1,0,2,2,1,1,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10040,294,36061031100,165.49,1,1,1,1,3,1,4,2,0,0,0,2,0,2,0,0,0,2,0
3101036,2,1,34039,12,2,1,1,1,5,1,1,,6,1,2,1,1,2,3,10,10.27,1,210.85714,CRANFORD,,Cranford township,NJ,07016,3125,34039037100,98.07,8,5,4,4,4,2,3,10,0,0,0,0,10,10.27,0,0,0,0,10.27
3101094,2,2,36059,13,2,1,2,1,4,1,2,,3,5,3,0,2,3,0,6,4.51,1,984.5,VALLEY STREAM,SOUTH VALLEY STREAM CDP,Hempstead town,NY,11581,1735,36059410900,1282.85,3,2,1,4,2,3,2,6,0,0,0,6,0,4.51,0,0,0,4.51,0
3101108,2,3,36085,18,2,1,1,1,2,1,1,,4,3,2,0,0,2,0,22,40.44,1,138.5,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10303,1564,36085030302,58.13,2,1,1,2,2,2,6,22,0,0,0,0,22,40.44,0,0,0,0,40.44
3101129,2,3,36061,11,2,1,1,2,4,2,1,,5,1,1,0,2,2,2,11,12.91,1,313.3,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10033,298,36061027300,1568.42,1,1,1,4,3,1,1,0,2,9,0,4,7,0,2.9,10.01,0,5.8,7.11
3101152,2,3,34021,9,2,1,1,1,5,1,1,,6,3,4,0,3,5,0,10,12.46,1,974.33333,TRENTON,,Ewing township,NJ,08618,3573,34021003500,1211.7,12,6,5,4,4,3,2,10,0,0,0,6,4,12.46,0,0,0,4.51,7.95
3101213,2,3,36079,19,2,1,1,1,1,1,1,,2,2,2,0,0,1,0,0,0,1,139.70588,MAHOPAC,,Carmel town,NY,10541,2309,36079011200,348.76,4,3,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
3101347,2,3,36061,17,2,1,1,2,2,1,6,,7,1,0,0,1,2,0,4,3.84,1,420.2,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10069,143,36061015100,771.01,1,1,1,2,4,0,4,1,2,1,0,2,2,1.09,1.92,0.83,0,1.66,2.18
3101376,2,3,34035,18,2,1,1,1,4,1,1,,8,1,2,2,2,2,2,23,34.09,1,104.26667,WARREN,,Warren township,NJ,07059,3202,34035052204,50.69,9,5,4,4,4,2,1,21,2,0,0,4,19,30.33,3.76,0,0,6.9,27.19
3101388,2,2,34021,16,2,1,1,1,1,1,1,,3,4,1,0,0,1,0,0,0,1,216.72727,PRINCETON,,Princeton township,NJ,08540,3581,34021004201,160.15,12,6,5,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3101398,2,2,34027,18,2,1,1,1,1,1,1,,99,5,1,0,0,1,0,0,0,1,89.79167,DENVILLE,,Denville township,NJ,07834,3151,34027041400,60.07,9,5,4,1,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3101403,2,1,36005,15,2,1,1,2,3,1,1,,5,3,3,1,1,3,0,14,23.18,1,321.76923,BRONX,NEW YORK CITY,Bronx borough,NY,10475,942,36005030200,1219.15,2,1,1,3,3,3,4,12,0,2,0,2,12,21.55,0,1.63,0,1.63,21.55
3101414,2,3,34013,6,2,1,1,1,2,1,1,,6,1,2,0,2,2,0,4,3.32,1,412.66667,GLEN RIDGE,GLEN RIDGE BOROUGH,Glen Ridge borough,NJ,07028,3062,34013016000,192.65,8,5,4,2,4,2,2,0,4,0,0,4,0,0,3.32,0,0,3.32,0
3101422,2,1,36079,19,2,1,1,1,4,1,1,,4,1,4,0,0,3,0,6,5.9,1,112.1875,CARMEL,LAKE CARMEL CDP,Kent town,NY,10512,2314,36079010300,52.06,4,3,1,4,2,3,6,6,0,0,0,2,4,5.9,0,0,0,1.5,4.4
3101425,2,3,34003,3,2,1,1,1,2,1,1,,99,3,3,0,2,2,0,3,3.15,1,672.5,WASHINGTON TOWNSHIP,,Washington township,NJ,07676,2726,34003058100,515.62,7,5,4,2,9,3,2,3,0,0,0,0,3,3.15,0,0,0,0,3.15
3101437,1,3,34021,9,2,1,1,1,1,1,1,,4,5,1,1,1,1,0,8,7.32,1,362.8,TRENTON,,Robbinsville township,NJ,08691,3583,34021004310,346.91,12,6,5,1,2,1,4,8,0,0,0,4,4,7.32,0,0,0,3.01,4.32
3101461,2,2,36005,19,1,1,1,2,1,1,1,,3,1,1,0,1,1,0,4,4,1,119.48077,BRONX,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,98.2,2,1,1,1,2,1,4,4,0,0,0,0,4,4,0,0,0,0,4
3101477,2,2,36061,17,2,1,1,2,1,1,1,,99,5,0,0,0,1,0,0,0,1,49.0566,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10128,200,36061014602,203.01,1,1,1,1,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3101536,2,2,9001,1,1,1,1,1,2,1,1,,3,4,2,0,0,2,0,6,6,1,638,STAMFORD,STAMFORD CITY,Stamford town,CT,06903,2466,9001020400,490.67,6,4,3,2,2,2,6,6,0,0,0,0,6,6,0,0,0,0,6
3101604,1,3,36103,16,2,1,1,1,2,1,1,,6,5,2,0,0,2,0,2,1.66,1,255.25,EAST PATCHOGUE,EAST PATCHOGUE CDP,Brookhaven town,NY,11772,2063,36103159203,283.56,3,2,1,2,4,2,6,2,0,0,0,0,2,1.66,0,0,0,0,1.66
3101606,2,2,9001,13,2,1,1,1,2,1,1,,7,5,4,0,2,2,0,6,4.51,1,409.6,FAIRFIELD,,Fairfield town,CT,06824,2545,9001061600,503.35,6,4,3,2,4,3,2,6,0,0,0,5,1,4.51,0,0,0,3.76,0.75
3101613,2,2,36005,15,1,1,1,1,2,1,1,,6,4,2,0,2,2,0,19,19,1,95.57143,BRONX,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,128.05,2,1,1,2,4,2,2,16,0,3,0,6,13,16,0,3,0,6,13
3101619,2,3,36103,12,2,1,1,1,2,1,1,,3,1,2,0,0,2,0,5,7.21,1,327.8,HUNTINGTON STATION,SOUTH HUNTINGTON CDP,Huntington town,NY,11746,1886,36103112001,149.74,3,2,1,2,2,2,6,5,0,0,0,0,5,7.21,0,0,0,0,7.21
3101636,2,2,36047,12,2,1,1,1,1,1,1,,3,4,0,0,0,1,0,0,0,1,27.05,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11229,1430,36047062800,108.61,2,1,1,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3101689,2,2,36119,11,1,1,1,1,1,1,1,,99,2,1,0,1,1,0,3,3,1,323.5,WHITE PLAINS,,Greenburgh town,NY,10607,2204,36119011101,127.68,4,3,1,1,9,1,4,3,0,0,0,0,3,3,0,0,0,0,3
3101741,2,3,34003,15,2,1,1,1,2,1,1,,5,3,2,1,2,2,0,8,7.7,1,223.6,ALLENDALE,ALLENDALE BOROUGH,Allendale borough,NJ,07401,2661,34003001000,50.18,7,5,4,2,3,2,2,6,0,2,0,4,4,5.32,0,2.38,0,3.01,4.69
3101764,2,1,34027,15,2,1,1,1,2,1,1,,7,3,3,0,2,2,0,12,22.61,1,424,PEQUANNOCK,,Pequannock township,NJ,07440,3174,34027040200,354.14,9,5,4,2,4,3,2,10,0,0,0,4,8,18.41,0,0,0,3.01,19.6
3101766,2,2,34031,16,2,1,1,1,1,1,1,,2,1,1,0,0,1,0,9,15.77,1,279.7,WOODLAND PARK,WOODLAND PARK BOROUGH,Woodland Park borough,NJ,07424,2746,34031264102,1019.85,7,5,4,1,1,1,6,9,0,0,0,0,9,15.77,0,0,0,0,15.77
3101773,2,2,34013,14,2,1,1,1,2,1,1,,6,1,2,0,1,2,0,4,3.16,1,240.85714,ORANGE,,City of Orange township,NJ,07050,3090,34013018800,50.32,8,5,4,2,4,2,4,4,0,0,0,2,2,3.16,0,0,0,1.5,1.66
3101775,2,2,36079,19,2,1,1,1,2,1,1,,99,1,3,0,2,2,0,2,1.5,1,94.45,BREWSTER,,Southeast town,NY,10509,2305,36079011900,60.38,4,3,1,2,9,3,2,2,0,0,0,2,0,1.5,0,0,0,1.5,0
3101791,2,3,34003,12,2,1,1,1,3,2,1,,99,2,2,0,1,2,0,4,3.16,1,431.75,ELMWOOD PARK,ELMWOOD PARK BOROUGH,Elmwood Park borough,NJ,07407,2673,34003011200,516.78,7,5,4,3,9,2,4,4,0,0,0,2,2,3.16,0,0,0,1.5,1.66
3101856,2,2,34035,17,2,1,1,1,1,1,1,,5,4,1,0,1,1,0,2,1.5,1,281.09091,BASKING RIDGE,,Bernards township,NJ,07920,3184,34035052601,147.66,9,5,4,1,3,1,4,2,0,0,0,2,0,1.5,0,0,0,1.5,0
3101875,2,2,34017,18,2,1,1,2,1,1,1,,2,3,1,0,0,1,0,0,0,1,149.7,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,07307,2752,34017000600,85.31,8,5,4,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3101900,2,2,36059,5,2,1,1,1,1,1,1,,4,3,2,0,1,1,0,5,4.19,1,608.5,ROCKVILLE CENTRE,ROCKVILLE CENTRE VILLAGE,Hempstead town,NY,11570,1751,36059412400,780.82,3,2,1,1,2,2,4,5,0,0,0,2,3,4.19,0,0,0,1.5,2.68
3101942,2,2,34041,17,2,1,1,2,1,1,1,,2,3,1,0,0,1,0,3,2.48,1,156.8,PHILLIPSBURG,,Lopatcong township,NJ,08865,3355,34041032200,261.54,11,5,4,1,1,1,6,3,0,0,0,0,3,2.48,0,0,0,0,2.48
3102006,1,1,34017,18,2,1,1,2,1,1,1,,4,1,1,0,1,1,0,1,0.97,1,401.8,NEW YORK,,North Bergen township,NJ,07047,2849,34017014200,140.57,8,5,4,1,2,1,4,1,0,0,0,0,1,0.97,0,0,0,0,0.97
3102059,2,2,36081,9,2,1,1,2,3,1,1,,2,4,1,0,1,1,0,8,18.79,1,779.5,RIDGEWOOD,NEW YORK CITY,Queens borough,NY,11385,445,36081058900,1485.23,2,1,1,3,1,1,4,0,2,6,0,2,6,0,1.66,17.13,0,1.66,17.13
3102070,2,2,34013,6,2,1,1,1,2,2,1,,5,3,1,0,2,2,0,2,1.66,1,219.57143,SOUTH ORANGE,,South Orange Village township,NJ,07079,3092,34013019000,151.22,8,5,4,2,3,1,2,0,2,0,0,2,0,0,1.66,0,0,1.66,0
3102094,2,2,36047,3,2,1,1,2,2,1,1,,6,3,1,0,2,2,0,7,6.66,1,840,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11238,1103,36047020100,929.57,2,1,1,2,4,1,2,2,5,0,0,2,5,1.78,4.87,0,0,1.66,5
3102107,2,3,9009,2,2,1,1,2,1,1,1,,2,4,1,0,1,1,0,6,4.51,1,734.5,EAST HAVEN,EAST HAVEN CDP,East Haven town,CT,06513,3505,9009180602,1421.11,6,4,3,1,1,1,4,6,0,0,0,6,0,4.51,0,0,0,4.51,0
3102110,2,2,36085,16,2,1,1,1,2,1,1,,5,1,1,0,2,2,0,4,2.93,1,392.5,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10306,1606,36085013800,244.46,2,1,1,2,3,1,2,4,0,0,0,4,0,2.93,0,0,0,2.93,0
3102181,2,2,36081,12,1,1,1,1,3,1,2,,4,1,1,1,3,2,0,7,7,1,639.5,NEW YORK,NEW YORK CITY,Queens borough,NY,11366,556,36081124100,1370.61,2,1,1,3,2,1,2,0,6,1,0,4,3,0,6,1,0,4,3
3102204,2,1,34003,15,2,1,1,1,4,1,1,,4,2,2,2,2,2,2,22,26.47,1,214.55556,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,07436,2702,34003039200,266.54,7,5,4,4,2,2,1,22,0,0,0,4,18,26.47,0,0,0,4.36,22.1
3102295,2,2,34019,21,1,1,1,1,2,1,1,,6,1,2,0,2,2,0,4,4,1,58.95652,ANNANDALE,,Clinton township,NJ,08801,3320,34019011002,50.36,11,5,4,2,4,2,2,4,0,0,0,4,0,4,0,0,0,4,0
3102348,2,2,36061,6,2,1,1,2,1,1,1,,3,3,1,0,0,1,0,4,7.55,1,760.5,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10037,275,36061021000,1001.81,1,1,1,1,2,1,6,4,0,0,0,0,4,7.55,0,0,0,0,7.55
3102351,2,3,34031,4,2,1,1,1,2,1,1,,3,3,2,0,1,2,0,3,6.6,1,280.375,RINGWOOD,RINGWOOD BOROUGH,Ringwood borough,NJ,07456,2741,34031216701,63.86,7,5,4,2,2,2,4,3,0,0,0,0,3,6.6,0,0,0,0,6.6
3102354,2,2,9009,10,2,1,1,1,1,1,1,,99,2,1,0,1,1,0,2,1.5,1,930,WEST HAVEN,WEST HAVEN CITY,West Haven town,CT,06516,3441,9009154500,725.15,6,4,3,1,9,1,4,2,0,0,0,2,0,1.5,0,0,0,1.5,0
3102361,2,2,36061,11,2,1,1,2,1,1,1,,5,2,0,0,1,1,0,3,2.49,1,615.66667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10021,186,36061012400,200.12,1,1,1,1,3,0,4,0,2,1,0,2,1,0,1.66,0.83,0,1.66,0.83
3102369,2,2,36103,16,2,1,1,1,1,2,1,,99,3,0,0,0,1,0,0,0,1,310.25,LINDENHURST,NORTH LINDENHURST CDP,Babylon town,NY,11757,1915,36103123402,237.68,3,2,1,1,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3102394,2,2,36005,19,2,1,1,2,1,1,1,,1,1,0,1,0,0,0,2,1.96,1,201.26667,BRONX,NEW YORK CITY,Bronx borough,NY,10473,933,36005002000,51.34,2,1,1,1,1,0,6,0,2,0,0,0,2,0,1.96,0,0,0,1.96
3102410,2,3,34025,19,2,1,1,1,2,1,1,,4,1,1,1,0,1,0,12,19.97,1,141,KEANSBURG,KEANSBURG BOROUGH,Keansburg borough,NJ,07734,3251,34025801700,50.79,10,5,4,2,2,1,6,7,0,5,0,0,12,8.37,0,11.6,0,0,19.97
3102425,2,2,36047,12,2,1,1,2,2,1,1,,5,5,1,0,1,1,0,4,3.32,1,805.75,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11239,1179,36047105801,199.39,2,1,1,2,3,1,4,0,3,1,0,3,1,0,2.49,0.83,0,2.49,0.83
3102439,2,1,34023,12,2,1,1,1,6,1,5,,3,5,4,1,3,5,0,8,6.91,1,210.6,COLONIA,COLONIA CDP,Woodbridge township,NJ,07067,3228,34023002605,820.7,9,5,4,4,2,3,2,8,0,0,0,4,4,6.91,0,0,0,2.97,3.95
3102448,2,1,9009,14,2,1,1,2,1,1,1,,6,4,1,0,1,1,0,3,4.29,1,377.57143,HAMDEN,,Hamden town,CT,06514,3462,9009165801,191.9,6,4,3,1,4,1,4,3,0,0,0,2,1,4.29,0,0,0,2.86,1.43
3102463,2,2,36061,13,2,1,1,2,1,1,1,,1,2,2,0,1,1,0,2,1.66,1,437.25,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10037,242,36061022600,3000,1,1,1,1,1,2,4,0,2,0,0,2,0,0,1.66,0,0,1.66,0
3102481,2,2,36087,15,2,1,1,1,5,1,1,,7,2,2,3,1,2,3,14,13.66,1,299.85714,WEST NYACK,WEST NYACK CDP,Clarkstown town,NY,10994,2279,36087011200,176.64,4,3,1,4,4,2,3,9,5,0,0,2,12,9.09,4.57,0,0,2.86,10.79
3102581,2,2,34019,18,2,1,1,1,2,1,1,,3,5,2,0,0,2,0,4,3.31,1,175.69231,FLEMINGTON,,Raritan township,NJ,08822,3335,34019011301,56.52,11,5,4,2,2,2,6,4,0,0,0,0,4,3.31,0,0,0,0,3.31
3102604,2,2,36103,16,1,1,1,1,3,1,1,,3,5,1,2,2,1,1,25,25,1,301.75,MASTIC,MASTIC CDP,Brookhaven town,NY,11950,2064,36103159404,213.77,3,2,1,3,2,1,1,7,1,17,0,5,20,7,1,17,0,5,20
3102610,2,2,36059,5,2,1,1,1,1,1,1,,7,4,3,0,1,1,0,5,7.25,1,1607,PORT WASHINGTON,PORT WASHINGTON CDP,North Hempstead town,NY,11050,1632,36059301300,728.25,3,2,1,1,4,3,4,2,3,0,0,4,1,2.9,4.35,0,0,5.8,1.45
3102624,2,2,34027,15,2,1,1,2,1,1,1,,6,3,1,0,1,1,0,2,1.63,1,275.71429,CHATHAM,,Chatham township,NJ,07928,3148,34027043900,107.39,9,5,4,1,4,1,4,0,0,2,0,2,0,0,0,1.63,0,1.63,0
3102659,2,1,36081,9,2,1,1,2,2,1,1,,6,3,0,0,2,0,0,4,3.32,1,232.33333,NEW YORK,NEW YORK CITY,Queens borough,NY,11102,327,36081012500,521.16,2,1,1,2,4,0,2,0,4,0,0,4,0,0,3.32,0,0,3.32,0
3102661,2,2,36047,12,1,1,1,2,1,1,1,,99,2,1,0,1,1,0,9,9,1,758.75,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11239,1179,36047105804,207.59,2,1,1,1,9,1,4,0,2,7,0,2,7,0,2,7,0,2,7
3102665,2,1,34013,14,2,1,1,2,2,1,1,,6,3,2,1,2,2,0,6,6.52,1,240.85714,ORANGE,,City of Orange township,NJ,07050,3090,34013018800,104.24,8,5,4,2,4,2,2,6,0,0,0,2,4,6.52,0,0,0,2.45,4.07
3102674,2,2,34025,21,2,1,1,2,2,1,1,,4,5,2,0,1,2,0,21,34.98,1,86.26667,RED BANK,,Middletown township,NJ,07701,3260,34025801300,118.72,10,5,4,2,2,2,4,17,0,4,0,4,17,28.14,0,6.84,0,6.67,28.31
3102725,2,3,34027,3,2,1,1,2,4,1,1,,3,1,2,0,2,2,1,10,10.43,1,533,DOVER,VICTORY GARDENS BOROUGH,Victory Gardens borough,NJ,07801,3180,34027045602,875.09,9,5,4,4,2,2,1,10,0,0,0,4,6,10.43,0,0,0,3.01,7.42
3102776,2,2,34041,21,2,1,1,2,2,1,1,,2,1,0,0,0,0,0,0,0,1,426,HACKETTSTOWN,HACKETTSTOWN TOWN,Hackettstown town,NJ,07840,3348,34041031402,50,11,5,4,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3102779,2,3,36079,19,2,1,1,1,2,1,1,,7,1,2,0,2,2,0,6,5.38,1,117.25,PATTERSON,PUTNAM LAKE CDP,Patterson town,NY,12563,2302,36079010100,50.18,4,3,1,2,4,2,2,2,3,1,0,2,4,2.07,2.49,0.83,0,1.66,3.72
3102813,2,1,34003,17,2,1,1,1,3,1,1,,3,2,2,1,1,3,0,9,8.24,1,167.78571,RUTHERFORD,RUTHERFORD BOROUGH,Rutherford borough,NJ,07070,2716,34003051100,53.95,7,5,4,3,2,2,4,9,0,0,0,2,7,8.24,0,0,0,1.46,6.77
3102823,2,2,36061,6,2,1,1,2,1,1,1,,1,4,0,0,0,1,0,0,0,1,156.04167,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10040,307,36061029100,88.61,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3102880,2,2,36047,12,2,1,1,2,1,1,1,,1,3,0,0,0,0,0,0,0,1,764.25,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11208,1177,36047121400,523.43,2,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3102983,2,2,36119,17,2,1,1,1,2,1,1,,2,4,1,0,0,2,0,2,1.98,1,210.66667,NEW ROCHELLE,NEW ROCHELLE CITY,New Rochelle city,NY,10801,2118,36119006400,212.18,4,3,1,2,1,1,6,2,0,0,0,0,2,1.98,0,0,0,0,1.98
3102990,2,2,34023,12,2,1,1,1,3,1,97,TELUGU,8,5,3,1,2,3,0,4,3.01,1,185,MONMOUTH JUNCTION,MONMOUTH JUNCTION CDP,South Brunswick township,NJ,08852,3224,34023008504,143.39,9,5,4,3,4,3,2,4,0,0,0,4,0,3.01,0,0,0,3.01,0
3103112,2,2,36119,21,1,1,1,1,2,1,1,,4,1,2,0,2,2,0,13,13,1,58.66667,BRIARCLIFF MANOR,BRIARCLIFF MANOR VILLAGE,Ossining town,NY,10510,2218,36119013201,99.65,4,3,1,2,2,2,2,13,0,0,0,2,11,13,0,0,0,2,11
3103117,2,2,34035,17,1,1,1,2,1,1,1,,5,5,1,0,1,1,0,2,2,1,305.66667,BASKING RIDGE,,Bernards township,NJ,07920,3184,34035054100,345.4,9,5,4,1,3,1,4,2,0,0,0,2,0,2,0,0,0,2,0
3103127,2,2,34037,21,2,1,1,1,3,1,1,,5,4,3,1,2,3,0,7,5.49,1,62.22581,SPARTA,,Sparta township,NJ,07871,3381,34037373100,53.57,11,5,4,3,3,3,2,7,0,0,0,4,3,5.49,0,0,0,3.01,2.49
3103140,2,3,36119,14,2,1,1,1,2,1,1,,6,4,3,0,2,2,0,9,7.62,1,394.75,CROTON-ON-HUDSON,CRUGERS CDP,Cortlandt town,NY,10520,2244,36119014605,50.03,4,3,1,2,4,3,2,9,0,0,0,4,5,7.62,0,0,0,3.01,4.62
3103181,2,2,36081,4,2,1,1,2,2,1,1,,3,5,1,0,0,2,0,6,10.76,1,595.75,SUNNYSIDE,NEW YORK CITY,Queens borough,NY,11104,372,36081016900,200.89,2,1,1,2,2,1,6,0,2,4,0,0,6,0,1.88,8.89,0,0,10.76
3103185,2,2,36103,3,2,1,1,2,1,1,1,,2,1,0,0,0,1,0,0,0,1,2302,MEDFORD,MEDFORD CDP,Brookhaven town,NY,11763,2062,36103159108,2998.38,3,2,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3103197,2,2,34029,20,2,1,1,1,5,1,1,,8,3,3,0,4,5,0,6,4.69,1,111.9,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,08753,3289,34029722600,557.55,10,5,4,4,4,3,2,4,2,0,0,4,2,3.03,1.66,0,0,3.12,1.56
3103217,2,2,34037,14,2,1,1,1,2,1,1,,6,4,1,0,1,1,0,6,5.34,1,175,LAFAYETTE,,Lafayette township,NJ,07848,3376,34037372400,258.8,11,5,4,2,4,1,4,6,0,0,0,0,6,5.34,0,0,0,0,5.34
